            6B60.4	Dissociative neurological symptom disorder, with non-epileptic seizures
            6B60.5	Dissociative neurological symptom disorder, with speech disturbance
            6B60.6	Dissociative neurological symptom disorder, with paresis or weakness
            6B60.7	Dissociative neurological symptom disorder, with gait disturbance
            6B60.8	Dissociative neurological symptom disorder, with movement disturbance
                6B60.80	Dissociative neurological symptom disorder, with chorea
                6B60.81	Dissociative neurological symptom disorder, with myoclonus
                6B60.82	Dissociative neurological symptom disorder, with tremor
                6B60.83	Dissociative neurological symptom disorder, with dystonia
                6B60.84	Dissociative neurological symptom disorder, with facial spasm
                6B60.85	Dissociative neurological symptom disorder, with Parkinsonism
                6B60.8Y	Dissociative neurological symptom disorder, with other specified movement disturbance
                6B60.8Z	Dissociative neurological symptom disorder, with unspecified movement disturbance
            6B60.9	Dissociative neurological symptom disorder, with cognitive symptoms
            6B60.Y	Dissociative neurological symptom disorder, with other specified symptoms
            6B60.Z	Dissociative neurological symptom disorder, with unspecified symptoms
        6B61	Dissociative amnesia
            6B61.0	Dissociative amnesia with dissociative fugue
            6B61.1	Dissociative amnesia without dissociative fugue
            6B61.Z	Dissociative amnesia, unspecified
        6B62	Trance disorder
        6B63	Possession trance disorder
        6B64	Dissociative identity disorder
        6B65	Partial dissociative identity disorder
        6B66	Depersonalization-derealization disorder
        6B6Y	Other specified dissociative disorders
        6B6Z	Dissociative disorders, unspecified
    	Feeding or eating disorders
        6B80	Anorexia Nervosa
            6B80.0	Anorexia Nervosa with significantly low body weight
                6B80.00	Anorexia Nervosa with significantly low body weight, restricting pattern
                6B80.01	Anorexia Nervosa with significantly low body weight, binge-purge pattern
                6B80.0Z	Anorexia Nervosa with significantly low body weight, unspecified
            6B80.1	Anorexia Nervosa with dangerously low body weight
                6B80.10	Anorexia Nervosa with dangerously low body weight, restricting pattern
                6B80.11	Anorexia Nervosa with dangerously low body weight, binge-purge pattern
                6B80.1Z	Anorexia Nervosa with dangerously low body weight, unspecified
            6B80.2	Anorexia Nervosa in recovery with normal body weight
            6B80.Y	Other specified anorexia Nervosa
            6B80.Z	Anorexia Nervosa, unspecified
        6B81	Bulimia Nervosa
        6B82	Binge eating disorder
        6B83	Avoidant-restrictive food intake disorder
        6B84	Pica
        6B85	Rumination-regurgitation disorder
        6B8Y	Other specified feeding or eating disorders
        6B8Z	Feeding or eating disorders, unspecified
    	Elimination disorders
        6C00	Enuresis
            6C00.0	Nocturnal enuresis
            6C00.1	Diurnal enuresis
            6C00.2	Nocturnal and diurnal enuresis
            6C00.Z	Enuresis, unspecified
        6C01	Encopresis
            6C01.0	Encopresis with constipation or overflow incontinence
            6C01.1	Encopresis without constipation or overflow incontinence
            6C01.Z	Encopresis, unspecified
        6C0Z	Elimination disorders, unspecified
    	Disorders of bodily distress or bodily experience
        6C20	Bodily distress disorder
            6C20.0	Mild bodily distress disorder
            6C20.1	Moderate bodily distress disorder
            6C20.2	Severe bodily distress disorder
            6C20.Z	Bodily distress disorder, unspecified
        6C21	Body integrity dysphoria
        6C2Y	Other specified disorders of bodily distress or bodily experience
        6C2Z	Disorders of bodily distress or bodily experience, unspecified
    	Disorders due to substance use or addictive behaviours
        	Disorders due to substance use
            6C40	Disorders due to use of alcohol
                6C40.0	Episode of harmful use of alcohol
                6C40.1	Harmful pattern of use of alcohol
                    6C40.10	Harmful pattern of use of alcohol, episodic
                    6C40.11	Harmful pattern of use of alcohol, continuous
                    6C40.1Z	Harmful pattern of use of alcohol, unspecified
                6C40.2	Alcohol dependence
                    6C40.20	Alcohol dependence, current use, continuous
                    6C40.21	Alcohol dependence, current use, episodic
                    6C40.22	Alcohol dependence, early full remission
                    6C40.23	Alcohol dependence, sustained partial remission
                    6C40.24	Alcohol dependence, sustained full remission
                    6C40.2Z	Alcohol dependence, unspecified
                6C40.3	Alcohol intoxication
                6C40.4	Alcohol withdrawal
                    6C40.40	Alcohol withdrawal, uncomplicated
                    6C40.41	Alcohol withdrawal with perceptual disturbances
                    6C40.42	Alcohol withdrawal with seizures
                    6C40.43	Alcohol withdrawal with perceptual disturbances and seizures
                    6C40.4Z	Alcohol withdrawal, unspecified
                6C40.5	Alcohol-induced delirium
                6C40.6	Alcohol-induced psychotic disorder
                    6C40.60	Alcohol-induced psychotic disorder with hallucinations
                    6C40.61	Alcohol-induced psychotic disorder with delusions
                    6C40.62	Alcohol-induced psychotic disorder with mixed psychotic symptoms
                    6C40.6Z	Alcohol-induced psychotic disorder, unspecified
                6C40.7	Certain specified alcohol-induced mental or behavioural disorders
                    6C40.70	Alcohol-induced mood disorder
                    6C40.71	Alcohol-induced anxiety disorder
                6C40.Y	Other specified disorders due to use of alcohol
                6C40.Z	Disorders due to use of alcohol, unspecified
            6C41	Disorders due to use of cannabis
                6C41.0	Episode of harmful use of cannabis
                6C41.1	Harmful pattern of use of cannabis
                    6C41.10	Harmful pattern of use of cannabis, episodic
                    6C41.11	Harmful pattern of use of cannabis, continuous
                    6C41.1Z	Harmful pattern of use of cannabis, unspecified
                6C41.2	Cannabis dependence
                    6C41.20	Cannabis dependence, current use
                    6C41.21	Cannabis dependence, early full remission
                    6C41.22	Cannabis dependence, sustained partial remission
                    6C41.23	Cannabis dependence, sustained full remission
                    6C41.2Z	Cannabis dependence, unspecified
                6C41.3	Cannabis intoxication
                6C41.4	Cannabis withdrawal
                6C41.5	Cannabis-induced delirium
                6C41.6	Cannabis-induced psychotic disorder
                6C41.7	Certain specified cannabis-induced mental or behavioural disorders
                    6C41.70	Cannabis-induced mood disorder
                    6C41.71	Cannabis-induced anxiety disorder
                6C41.Y	Other specified disorders due to use of cannabis
                6C41.Z	Disorders due to use of cannabis, unspecified
            6C42	Disorders due to use of synthetic cannabinoids
                6C42.0	Episode of harmful use of synthetic cannabinoids
                6C42.1	Harmful pattern of use of synthetic cannabinoids
                    6C42.10	Harmful pattern of use of synthetic cannabinoids, episodic
                    6C42.11	Harmful pattern of use of synthetic cannabinoids, continuous
                    6C42.1Y	Other specified harmful pattern of use of synthetic cannabinoids
                    6C42.1Z	Harmful pattern of use of synthetic cannabinoids, unspecified
                6C42.2	Synthetic cannabinoid dependence
                    6C42.20	Synthetic cannabinoid dependence, current use
                    6C42.21	Synthetic cannabinoid dependence, early full remission
                    6C42.22	Synthetic cannabinoid dependence, sustained partial remission
                    6C42.23	Synthetic cannabinoid dependence, sustained full remission
                    6C42.2Y	Other specified synthetic cannabinoid dependence
                    6C42.2Z	Synthetic cannabinoid dependence, unspecified
                6C42.3	Synthetic cannabinoid intoxication
                6C42.4	Synthetic cannabinoid withdrawal
                6C42.5	Synthetic cannabinoid-induced delirium
                6C42.6	Synthetic cannabinoid-induced psychotic disorder
                6C42.7	Certain specified synthetic cannabinoids-induced mental or behavioural disorders
                    6C42.70	Synthetic cannabinoid-induced mood disorder
                    6C42.71	Synthetic cannabinoid-induced anxiety disorder
                6C42.Y	Other specified disorders due to use of synthetic cannabinoids
                6C42.Z	Disorders due to use of synthetic cannabinoids, unspecified
            6C43	Disorders due to use of opioids
                6C43.0	Episode of harmful use of opioids
                6C43.1	Harmful pattern of use of opioids
                    6C43.10	Harmful pattern of use of opioids, episodic
                    6C43.11	Harmful pattern of use of opioids, continuous
                    6C43.1Z	Harmful pattern of use of opioids, unspecified
                6C43.2	Opioid dependence
                    6C43.20	Opioid dependence, current use
                    6C43.21	Opioid dependence, early full remission
                    6C43.22	Opioid dependence, sustained partial remission
                    6C43.23	Opioid dependence, sustained full remission
                    6C43.2Z	Opioid dependence, unspecified
                6C43.3	Opioid intoxication
                6C43.4	Opioid withdrawal
                6C43.5	Opioid-induced delirium
                6C43.6	Opioid-induced psychotic disorder
                6C43.7	Certain specified opioid-induced mental or behavioural disorders
                    6C43.70	Opioid-induced mood disorder
                    6C43.71	Opioid-induced anxiety disorder
                6C43.Y	Other specified disorders due to use of opioids
                6C43.Z	Disorders due to use of opioids, unspecified
            6C44	Disorders due to use of sedatives, hypnotics or anxiolytics
                6C44.0	Episode of harmful use of sedatives, hypnotics or anxiolytics
                6C44.1	Harmful pattern of use of sedatives, hypnotics or anxiolytics
                    6C44.10	Harmful pattern of use of sedatives, hypnotics or anxiolytics, episodic
                    6C44.11	Harmful pattern of use of sedatives, hypnotics or anxiolytics, continuous
                    6C44.1Z	Harmful pattern of use of sedatives, hypnotics or anxiolytics, unspecified
                6C44.2	Sedative, hypnotic or anxiolytic dependence
                    6C44.20	Sedative, hypnotic or anxiolytic dependence, current use
                    6C44.21	Sedative, hypnotic or anxiolytic dependence, early full remission
                    6C44.22	Sedative, hypnotic or anxiolytic dependence, sustained partial remission
                    6C44.23	Sedative, hypnotic or anxiolytic dependence, sustained full remission
                    6C44.2Z	Sedative, hypnotic or anxiolytic dependence, unspecified
                6C44.3	Sedative, hypnotic or anxiolytic intoxication
                6C44.4	Sedative, hypnotic or anxiolytic withdrawal
                    6C44.40	Sedative, hypnotic or anxiolytic withdrawal, uncomplicated
                    6C44.41	Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances
                    6C44.42	Sedative, hypnotic or anxiolytic withdrawal, with seizures
                    6C44.43	Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances and seizures
                    6C44.4Z	Sedative, hypnotic or anxiolytic withdrawal, unspecified
                6C44.5	Sedative, hypnotic or anxiolytic-induced delirium
                6C44.6	Sedative, hypnotic or anxiolytic-induced psychotic disorder
                6C44.7	Certain specified sedatives, hypnotics or anxiolytic-induced mental or behavioural disorders
                    6C44.70	Sedative, hypnotic or anxiolytic-induced mood disorder
                    6C44.71	Sedative, hypnotic or anxiolytic-induced anxiety disorder
                6C44.Y	Other specified disorders due to use of sedatives, hypnotics or anxiolytics
                6C44.Z	Disorders due to use of sedatives, hypnotics or anxiolytics, unspecified
            6C45	Disorders due to use of cocaine
                6C45.0	Episode of harmful use of cocaine
                6C45.1	Harmful pattern of use of cocaine
                    6C45.10	Harmful pattern of use of cocaine, episodic
                    6C45.11	Harmful pattern of use of cocaine, continuous
                    6C45.1Z	Harmful pattern of use of cocaine, unspecified
                6C45.2	Cocaine dependence
                    6C45.20	Cocaine dependence, current use
                    6C45.21	Cocaine dependence, early full remission
                    6C45.22	Cocaine dependence, sustained partial remission
                    6C45.23	Cocaine dependence, sustained full remission
                    6C45.2Z	Cocaine dependence, unspecified
                6C45.3	Cocaine intoxication
                6C45.4	Cocaine withdrawal
                6C45.5	Cocaine-induced delirium
                6C45.6	Cocaine-induced psychotic disorder
                    6C45.60	Cocaine-induced psychotic disorder with hallucinations
                    6C45.61	Cocaine-induced psychotic disorder with delusions
                    6C45.62	Cocaine-induced psychotic disorder with mixed psychotic symptoms
                    6C45.6Z	Cocaine-induced psychotic disorder, unspecified
                6C45.7	Certain specified cocaine-induced mental or behavioural disorders
                    6C45.70	Cocaine-induced mood disorder
                    6C45.71	Cocaine-induced anxiety disorder
                    6C45.72	Cocaine-induced obsessive-compulsive or related disorder
                    6C45.73	Cocaine-induced impulse control disorder
                6C45.Y	Other specified disorders due to use of cocaine
                6C45.Z	Disorders due to use of cocaine, unspecified
            6C46	Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone
                6C46.0	Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone
                6C46.1	Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone
                    6C46.10	Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, episodic
                    6C46.11	Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, continuous
                    6C46.1Z	Harmful pattern of use of stimulants including amphetamines, methamphetamine and methcathinone, unspecified
                6C46.2	Stimulant dependence including amphetamines, methamphetamine or methcathinone
                    6C46.20	Stimulant dependence including amphetamines, methamphetamine or methcathinone, current use
                    6C46.21	Stimulant dependence including amphetamines, methamphetamine or methcathinone, early full remission
                    6C46.22	Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained partial remission
                    6C46.23	Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained full remission
                    6C46.2Z	Stimulant dependence including amphetamines, methamphetamine or methcathinone, unspecified
                6C46.3	Stimulant intoxication including amphetamines, methamphetamine or methcathinone
                6C46.4	Stimulant withdrawal including amphetamines, methamphetamine or methcathinone
                6C46.5	Stimulant-induced delirium including amphetamines, methamphetamine or methcathinone
                6C46.6	Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone
                    6C46.60	Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with hallucinations
                    6C46.61	Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with delusions
                    6C46.62	Stimulant-induced psychotic disorder including amphetamines but excluding caffeine or cocaine with mixed psychotic symptoms
                    6C46.6Z	Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified
                6C46.7	Certain specified stimulant-induced mental or behavioural disorders including amphetamines, methamphetamine or methcathinone
                    6C46.70	Stimulant-induced mood disorder including amphetamines, methamphetamine or methcathinone
                    6C46.71	Stimulant-induced anxiety disorder including amphetamines, methamphetamine or methcathinone
                    6C46.72	Stimulant-induced obsessive-compulsive or related disorder including amphetamines, methamphetamine or methcathinone
                    6C46.73	Stimulant-induced impulse control disorder including amphetamines, methamphetamine or methcathinone
                6C46.Y	Other specified disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone
                6C46.Z	Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone, unspecified
            6C47	Disorders due to use of synthetic cathinones
                6C47.0	Episode of harmful use of synthetic cathinones
                6C47.1	Harmful pattern of use of synthetic cathinones
                    6C47.10	Harmful pattern of use of synthetic cathinones, episodic
                    6C47.11	Harmful use of synthetic cathinones, continuous
                    6C47.1Y	Other specified harmful pattern of use of synthetic cathinones
                    6C47.1Z	Harmful pattern of use of synthetic cathinones, unspecified
                6C47.2	Synthetic cathinone dependence
                    6C47.20	Synthetic cathinone dependence, current use
                    6C47.21	Synthetic cathinone dependence, early full remission
                    6C47.22	Synthetic cathinone dependence, sustained partial remission
                    6C47.23	Synthetic cathinone dependence, sustained full remission
                    6C47.2Y	Other specified synthetic cathinone dependence
                    6C47.2Z	Synthetic cathinone dependence, unspecified
                6C47.3	Synthetic cathinone intoxication
                6C47.4	Synthetic cathinone withdrawal
                6C47.5	Synthetic cathinone-induced delirium
                6C47.6	Synthetic cathinone-induced psychotic disorder
                    6C47.60	Synthetic cathinone-induced psychotic disorder with hallucinations
                    6C47.61	Synthetic cathinone-induced psychotic disorder with delusions
                    6C47.62	Synthetic cathinone-induced psychotic disorder with mixed psychotic symptoms
                    6C47.6Z	Synthetic cathinone-induced psychotic disorder, unspecified
                6C47.7	Certain specified synthetic cathinone-induced mental or behavioural disorders
                    6C47.70	Synthetic cathinone-induced mood disorder
                    6C47.71	Synthetic cathinone-induced anxiety disorder
                    6C47.72	Synthetic cathinone-induced obsessive-compulsive or related syndrome
                    6C47.73	Synthetic cathinone-induced impulse control disorder
                6C47.Y	Other specified disorders due to use of synthetic cathinones
                6C47.Z	Disorders due to use of synthetic cathinones, unspecified
            6C48	Disorders due to use of caffeine
                6C48.0	Episode of harmful use of caffeine
                6C48.1	Harmful pattern of use of caffeine
                    6C48.10	Harmful pattern of use of caffeine, episodic
                    6C48.11	Harmful pattern of use of caffeine, continuous
                    6C48.1Z	Harmful pattern of use of caffeine, unspecified
                6C48.2	Caffeine intoxication
                6C48.3	Caffeine withdrawal
                6C48.4	Certain specified caffeine-induced mental or behavioural disorders
                    6C48.40	Caffeine-induced anxiety disorder
                6C48.Y	Other specified disorders due to use of caffeine
                6C48.Z	Disorders due to use of caffeine, unspecified
            6C49	Disorders due to use of hallucinogens
                6C49.0	Episode of harmful use of hallucinogens
                6C49.1	Harmful pattern of use of hallucinogens
